,gene_ids,new_names
888,AT3G08275,AT3G08275
889,AT4G06255,AT4G06255
890,AT1G06463,AT1G06463
891,AT5G52471,U60.1F
892,AT2G35387,AT2G35387
893,AT4G06015,AT4G06015
894,AT3G05335,AT3G05335
895,AT5G02315,AT5G02315
896,AT5G08805,AT5G08805
897,AT5G58595,AT5G58595
898,AT5G06305,AT5G06305
899,AT1G07903,AT1G07903
900,AT3G50825,AT3G50825
901,AT4G08155,AT4G08155
902,AT2G08760,AT2G08760
903,AT4G26365,AT4G26365
904,AT3G08165,AT3G08165
905,AT4G08235,AT4G08235
906,AT1G19376,AT1G19376
907,AT5G06835,AT5G06835
908,AT2G20723,AT2G20723
909,AT3G02205,AT3G02205
910,AT3G07725,AT3G07725
911,AT3G24614,AT3G24614
912,AT1G08937,AT1G08937
913,AT1G08107,AT1G08107
914,AT1G05563,AT1G05563
915,AT4G04485,AT4G04485
916,AT3G05355,AT3G05355
917,AT3G09865,AT3G09865
918,AT3G05715,AT3G05715
919,AT1G06253,AT1G06253
920,AT5G02325,AT5G02325
921,AT1G07593,AT1G07593
922,AT4G08625,AT4G08625
923,AT2G08585,AT2G08585
924,AT1G04227,AT1G04227
925,AT1G06673,AT1G06673
926,AT1G08643,AT1G08643
927,AT1G05247,AT1G05247
928,AT2G43139,AT2G43139
929,AT1G09883,AT1G09883
930,AT1G04527,AT1G04527
931,AT1G08327,AT1G08327
932,AT5G08850,AT5G08850
933,AT5G09020,AT5G09020
934,AT1G04197,AT1G04197
935,AT5G08860,AT5G08860
936,AT2G17295,AT2G17295
937,AT3G02045,AT3G02045
938,AT4G05045,AT4G05045
939,AT2G43138,AT2G43138
940,AT5G02295,AT5G02295
941,AT4G13245,AT4G13245
942,AT4G06315,AT4G06315
943,AT5G09000,AT5G09000
944,AT5G53902,U3B
945,AT1G20015,AT1G20015
946,AT1G08353,AT1G08353
947,AT5G09515,AT5G09515
948,AT4G05048,U49.1
949,AT1G32385,AT1G32385
950,AT5G07725,AT5G07725
951,AT4G08325,AT4G08325
952,AT5G66564,AT5G66564
953,AT5G00755,AT5G00755
954,AT1G09333,AT1G09333
955,AT2G08725,AT2G08725
956,AT1G74453,AT1G74453
957,AT2G35747,AT2G35747
958,AT3G01155,AT3G01155
959,AT2G08580,AT2G08580
960,AT1G04193,AT1G04193
961,AT3G02385,AT3G02385
962,AT4G06305,AT4G06305
963,AT4G06250,AT4G06250
964,AT5G08515,AT5G08515
965,AT5G04945,AT5G04945
966,AT1G06233,AT1G06233
967,AT1G06453,AT1G06453
968,AT3G13525,AT3G13525
969,AT1G26233,SNOR95
970,AT5G07105,AT5G07105
971,AT1G09877,AT1G09877
972,AT1G05917,AT1G05917
973,AT5G66567,AT5G66567
974,AT4G03915,AT4G03915
975,AT2G09815,AT2G09815
976,AT1G07487,AT1G07487
977,AT3G27865,AT3G27865
978,AT5G09005,AT5G09005
979,AT4G09475,AT4G09475
980,AT1G09873,AT1G09873
981,AT1G12015,AT1G12015
982,AT2G35384,AT2G35384
983,AT1G05433,AT1G05433
984,AT1G09533,AT1G09533
985,AT5G54075,U3D
986,AT4G39364,AT4G39364
987,AT4G08165,AT4G08165
988,AT5G13225,AT5G13225
989,AT2G20722,AT2G20722
990,AT2G08755,AT2G08755
991,AT5G02305,AT5G02305
992,AT4G39361,AT4G39361
993,AT1G04273,AT1G04273
994,AT4G04465,AT4G04465
995,AT1G08113,AT1G08113
996,AT2G05765,AT2G05765
997,AT3G04165,AT3G04165
998,AT1G06457,AT1G06457
999,AT1G04547,AT1G04547
1000,AT3G03445,AT3G03445
1001,AT1G04217,AT1G04217
1002,AT2G05565,AT2G05565
1003,AT2G35742,AT2G35742
1004,AT1G06273,AT1G06273
1005,AT2G08905,AT2G08905
1006,AT1G74456,AT1G74456
1007,AT1G75163,AT1G75163
1008,AT2G09460,AT2G09460
1009,AT3G21805,AT3G21805
1010,AT3G01313,AT3G01313
1011,AT5G07095,AT5G07095
1012,AT1G07957,AT1G07957
1013,AT2G08770,AT2G08770
1014,AT5G02665,AT5G02665
1015,AT5G10572,SNOR77
1016,AT3G14475,AT3G14475
1017,AT3G24612,AT3G24612
1018,AT1G08117,AT1G08117
1019,AT4G09845,AT4G09845
1020,AT3G01145,AT3G01145
1021,AT4G25631,U60.2F
1022,AT2G43141,AT2G43141
1023,AT2G08375,AT2G08375
1024,AT1G05423,AT1G05423
1025,AT5G02915,AT5G02915
1026,AT3G08485,AT3G08485
1027,AT5G01515,AT5G01515
1028,AT3G03425,AT3G03425
1029,AT5G01195,AT5G01195
1030,AT5G05385,AT5G05385
1031,AT1G06243,AT1G06243
1032,AT3G02435,AT3G02435
1033,AT3G05325,AT3G05325
1034,AT1G04213,AT1G04213
1035,AT5G41471,SNOR108
1036,AT1G75166,AT1G75166
1037,AT4G03295,AT4G03295
1038,AT1G07393,AT1G07393
1039,AT5G00760,AT5G00760
1040,AT3G02445,AT3G02445
1041,AT2G09685,AT2G09685
1042,AT3G00985,AT3G00985
1043,AT4G04205,AT4G04205
1044,AT5G01505,AT5G01505
1045,AT2G07605,AT2G07605
1046,AT1G05417,AT1G05417
1047,AT3G09225,AT3G09225
1048,AT1G06283,AT1G06283
1049,AT4G06310,AT4G06310
1050,AT1G06247,AT1G06247
1051,AT4G06320,AT4G06320
1052,AT5G00765,AT5G00765
1053,AT5G04425,AT5G04425
1054,AT2G08860,AT2G08860
1055,AT4G39363,AT4G39363
1056,AT1G03743,AT1G03743
1057,AT1G07897,AT1G07897
1058,AT2G08370,AT2G08370
1059,AT2G08900,AT2G08900
1060,AT2G08910,AT2G08910
1061,AT2G43137,AT2G43137
1062,AT5G02575,AT5G02575
1063,AT1G09467,AT1G09467
1064,AT4G08615,AT4G08615
1065,AT1G04277,AT1G04277
1066,AT1G04223,AT1G04223
1067,AT1G06397,AT1G06397
1068,AT5G00750,AT5G00750
1069,AT1G19373,AT1G19373
1070,AT2G04955,AT2G04955
1071,AT1G06263,AT1G06263
1072,AT3G01316,AT3G01316
1073,AT1G08347,AT1G08347
1074,AT3G58193,AT3G58193
1075,AT5G09495,AT5G09495
1076,AT1G04187,AT1G04187
1077,AT3G04985,AT3G04985
1078,AT5G01165,AT5G01165
1079,AT1G03506,AT1G03506
1080,AT3G58196,AT3G58196
1081,AT3G03175,AT3G03175
1082,AT1G06667,AT1G06667
1083,AT1G03746,AT1G03746
1084,AT3G08210,AT3G08210
1085,AT1G05427,AT1G05427
1086,AT4G15258,SNOR37-2
1087,AT1G08123,AT1G08123
1088,AT2G35744,AT2G35744
1089,AT2G08765,AT2G08765
1090,AT3G04175,AT3G04175
1091,AT3G07735,AT3G07735
1092,AT2G09690,AT2G09690
1093,AT4G07635,AT4G07635
1094,AT1G06087,AT1G06087
1095,AT5G01145,AT5G01145
1096,AT5G06825,AT5G06825
1097,AT2G09695,AT2G09695
1098,AT4G07075,AT4G07075
1099,AT3G04155,AT3G04155
1100,AT2G09705,AT2G09705
1101,AT3G47342,AT3G47342
1102,AT4G03925,AT4G03925
1103,AT5G04545,AT5G04545
1104,AT2G20721,AT2G20721
1105,AT1G07702,AT1G07702
1106,AT5G08525,AT5G08525
1107,AT1G05997,AT1G05997
1108,AT1G03935,AT1G03935
1109,AT3G03585,AT3G03585
1110,AT3G47348,AT3G47348
1111,AT1G09027,AT1G09027
1112,AT4G06705,AT4G06705
1113,AT1G04517,AT1G04517
1114,AT3G07715,AT3G07715
1115,AT5G07735,AT5G07735
1116,AT2G06865,AT2G06865
1117,AT1G09867,AT1G09867
1118,AT1G06267,AT1G06267
1119,AT1G05993,AT1G05993
1120,AT5G08495,AT5G08495
1121,AT2G09700,AT2G09700
1122,AT2G35382,AT2G35382
1123,AT1G12013,SNOR111
1124,AT4G06010,AT4G06010
1125,AT1G05137,AT1G05137
1126,AT2G05525,AT2G05525
1127,AT5G02565,AT5G02565
1128,AT5G66562,AT5G66562
1129,AT1G29071,SNOR105
1130,AT1G06547,AT1G06547
1131,AT1G09083,AT1G09083
1132,AT4G08425,AT4G08425
1133,AT5G06115,AT5G06115
1134,AT5G02655,AT5G02655
1135,AT4G08125,AT4G08125
1136,AT5G01135,AT5G01135
1137,AT2G09465,AT2G09465
1138,AT2G09680,AT2G09680
1139,AT1G09787,AT1G09787
1140,AT1G09087,AT1G09087
1141,AT1G05907,AT1G05907
1142,AT1G06553,AT1G06553
1143,AT2G04965,AT2G04965
1144,AT4G08175,AT4G08175
1145,AT1G05853,AT1G05853
1146,AT2G04455,AT2G04455
1147,AT5G09945,AT5G09945
1148,AT4G04185,AT4G04185
1149,AT4G06405,AT4G06405
1150,AT3G08735,AT3G08735
1151,AT5G08810,AT5G08810
1152,AT3G56825,U2.4
1153,AT5G02255,AT5G02255
1154,AT4G07120,AT4G07120
1155,AT5G04085,AT5G04085
1156,AT3G57645,U2.2
1157,AT3G57765,U2.3
1158,AT3G05115,AT3G05115
1159,AT1G08115,AT1G08115
1160,AT3G08945,AT3G08945
1161,AT1G08987,AT1G08987
1162,AT1G05273,AT1G05273
1163,AT1G07827,AT1G07827
1164,AT5G07345,AT5G07345
1165,AT4G03995,AT4G03995
1166,AT3G56705,U2.6
1167,AT1G06877,AT1G06877
1168,AT5G09010,AT5G09010
1169,AT2G04375,AT2G04375
1170,AT3G04905,AT3G04905
1171,AT3G08615,AT3G08615
1172,AT1G09143,AT1G09143
1173,AT1G09237,AT1G09237
1174,AT4G08755,AT4G08755
1175,AT5G04465,AT5G04465
1176,AT5G02245,AT5G02245
1177,AT1G05057,AT1G05057
1178,AT1G04897,AT1G04897
1179,AT1G09947,AT1G09947
1180,AT1G05673,AT1G05673
1181,AT1G61275,U12
1182,AT1G04733,AT1G04733
1183,AT1G07883,AT1G07883
1184,AT3G01715,AT3G01715
1185,AT3G08695,AT3G08695
1186,AT1G04263,AT1G04263
1187,AT5G04105,AT5G04105
1188,AT5G04315,AT5G04315
1189,AT4G07145,AT4G07145
1190,AT5G04455,AT5G04455
1191,AT1G04907,AT1G04907
1192,AT1G09893,AT1G09893
1193,AT5G09585,U2.5
1194,AT1G07537,AT1G07537
1195,AT3G01695,AT3G01695
1196,AT5G06815,AT5G06815
1197,AT1G08367,AT1G08367
1198,AT5G46315,U6-29
1199,AT5G40395,U6acat
1200,AT3G06900,U4.2
1201,AT2G07295,AT2G07295
1202,AT5G09140,AT5G09140
1203,AT5G61455,U2.7
1204,AT4G09135,AT4G09135
1205,AT5G08025,AT5G08025
1206,AT5G07775,AT5G07775
1207,AT1G08737,AT1G08737
1208,AT4G07875,AT4G07875
1209,AT2G06455,AT2G06455
1210,AT1G06873,AT1G06873
1211,AT5G07335,AT5G07335
1212,AT3G08575,AT3G08575
1213,AT4G04615,AT4G04615
1214,AT5G08115,AT5G08115
1215,AT5G07415,AT5G07415
1216,AT3G13855,U6-26
1217,AT4G06375,AT4G06375
1218,AT5G06055,AT5G06055
1219,AT3G14735,U6-1
1220,AT3G07265,AT3G07265
1221,AT3G08605,AT3G08605
1222,AT5G04305,AT5G04305
1223,AT5G01845,AT5G01845
1224,AT3G09005,AT3G09005
1225,AT5G09080,AT5G09080
1226,AT5G07405,AT5G07405
1227,AT3G60805,AT3G60805
1228,AT3G10415,AT3G10415
1229,AT1G28890,AT1G28890
1230,AT5G40545,AT5G40545
1231,AT4G39985,AT4G39985
1232,AT1G56840,AT1G56840
1233,AT2G07752,AT2G07752
1234,AT5G46105,AT5G46105
1235,AT1G72780,AT1G72780
1236,AT5G02815,AT5G02815
1237,ATCG01150,TRNR.3
1238,AT3G52345,AT3G52345
1239,AT1G24080,AT1G24080
1240,AT1G04320,AT1G04320
1241,AT5G02025,AT5G02025
1242,AT1G57090,AT1G57090
1243,AT1G36350,AT1G36350
1244,AT1G49020,AT1G49020
1245,AT3G27555,AT3G27555
1246,AT1G56800,AT1G56800
1247,AT1G57240,AT1G57240
1248,AT3G62285,AT3G62285
1249,AT1G57230,AT1G57230
1250,AT1G11010,AT1G11010
1251,AT1G06610,AT1G06610
1252,AT1G56880,AT1G56880
1253,AT1G57430,AT1G57430
1254,AT1G13850,AT1G13850
1255,AT1G56790,AT1G56790
1256,AT3G55795,AT3G55795
1257,AT2G26090,AT2G26090
1258,AT1G28840,AT1G28840
1259,AT5G55505,AT5G55505
1260,AT1G28750,AT1G28750
1261,AT4G13445,AT4G13445
1262,AT1G29210,AT1G29210
1263,ATCG00110,TRNR.1
1264,AT5G07315,AT5G07315
1265,AT1G57280,AT1G57280
1266,AT1G28940,AT1G28940
1267,AT4G34975,AT4G34975
1268,ATCG01260,TRNL.4
1269,AT3G28695,AT3G28695
1270,AT1G76330,AT1G76330
1271,AT1G12510,AT1G12510
1272,AT3G05525,AT3G05525
1273,AT1G56930,AT1G56930
1274,AT1G06860,AT1G06860
1275,AT5G51055,AT5G51055
1276,AT5G41265,AT5G41265
1277,AT5G65305,AT5G65305
1278,AT2G28770,AT2G28770
1279,AT1G57020,AT1G57020
1280,AT3G11505,AT3G11505
1281,AT5G44375,AT5G44375
1282,ATCG01220,TRNV.3
1283,AT5G65615,AT5G65615
1284,AT3G05755,AT3G05755
1285,AT2G21670,AT2G21670
1286,AT4G36635,AT4G36635
1287,AT1G49460,AT1G49460
1288,AT1G15090,AT1G15090
1289,ATCG00240,TRNY
1290,ATCG01190,TRNA.2
1291,AT4G23915,AT4G23915
1292,AT3G62735,AT3G62735
1293,ATCG00370,TRNS.3
1294,AT5G10525,AT5G10525
1295,AT2G22380,AT2G22380
1296,AT5G05985,AT5G05985
1297,AT5G41675,AT5G41675
1298,AT3G18952,AT3G18952
1299,AT5G61345,AT5G61345
1300,AT5G25625,AT5G25625
1301,AT3G09505,AT3G09505
1302,AT5G54365,AT5G54365
1303,AT4G11405,AT4G11405
1304,AT3G06105,AT3G06105
1305,AT3G62245,AT3G62245
1306,AT5G18005,AT5G18005
1307,AT3G13335,AT3G13335
1308,AT3G07185,AT3G07185
1309,AT2G07756,AT2G07756
1310,AT5G65015,AT5G65015
1311,AT1G01890,AT1G01890
1312,AT2G46120,AT2G46120
1313,AT1G28800,AT1G28800
1314,AT1G05390,AT1G05390
1315,AT3G06335,AT3G06335
1316,AT2G22580,AT2G22580
1317,AT5G40945,AT5G40945
1318,AT2G24380,AT2G24380
1319,AT4G00985,AT4G00985
1320,AT1G20170,AT1G20170
1321,AT2G23020,AT2G23020
1322,AT1G56900,AT1G56900
1323,AT1G80250,AT1G80250
1324,AT5G11325,AT5G11325
1325,AT1G43820,AT1G43820
1326,AT3G45955,AT3G45955
1327,AT2G27850,AT2G27850
1328,AT3G01705,AT3G01705
1329,AT1G57270,AT1G57270
1330,AT1G57050,AT1G57050
1331,AT1G02760,AT1G02760
1332,AT1G16100,AT1G16100
1333,AT1G69000,AT1G69000
1334,AT4G27875,AT4G27875
1335,AT2G07755,AT2G07755
1336,AT3G19235,AT3G19235
1337,AT1G57440,AT1G57440
1338,AT3G60075,AT3G60075
1339,AT1G57490,AT1G57490
1340,AT1G64120,AT1G64120
1341,AT4G17975,AT4G17975
1342,ATCG00290,TRNS.2
1343,AT4G14415,AT4G14415
1344,AT2G33920,AT2G33920
1345,AT5G65445,AT5G65445
1346,AT4G37175,AT4G37175
1347,AT2G33910,AT2G33910
1348,AT1G68860,AT1G68860
1349,AT1G57110,AT1G57110
1350,AT1G54670,AT1G54670
1351,AT2G29520,AT2G29520
1352,AT4G26675,AT4G26675
1353,AT3G44955,AT3G44955
1354,AT1G56860,AT1G56860
1355,ATCG00200,TRNC
1356,AT4G25585,AT4G25585
1357,AT1G63790,AT1G63790
1358,ATCG01030,TRNL.3
1359,AT3G03845,AT3G03845
1360,AT1G64420,AT1G64420
1361,AT1G28810,AT1G28810
1362,AT4G03405,AT4G03405
1363,AT1G03640,AT1G03640
1364,ATMG01160,TRNS.5
1365,AT2G02900,AT2G02900
1366,AT1G28990,AT1G28990
1367,AT2G07761,AT2G07761
1368,AT1G57210,AT1G57210
1369,ATMG09740,ATMG09740
1370,AT3G26747,AT3G26747
1371,AT2G21700,AT2G21700
1372,AT4G23635,AT4G23635
1373,AT1G28790,AT1G28790
1374,ATMG00780,TRNS.4
1375,AT2G30450,AT2G30450
1376,AT5G15175,AT5G15175
1377,AT2G33960,AT2G33960
1378,AT3G28685,AT3G28685
1379,AT2G36280,AT2G36280
1380,AT2G07793,AT2G07793
1381,AT5G02435,AT5G02435
1382,AT5G55045,AT5G55045
1383,AT3G59415,AT3G59415
1384,AT2G39860,AT2G39860
1385,AT4G36197,AT4G36197
1386,AT1G69300,AT1G69300
1387,AT5G13845,AT5G13845
1388,AT4G18815,AT4G18815
1389,AT5G48465,AT5G48465
1390,AT5G59385,AT5G59385
1391,AT5G67455,AT5G67455
1392,AT3G59923,AT3G59923
1393,AT2G47740,AT2G47740
1394,AT2G03790,AT2G03790
1395,AT3G20655,AT3G20655
1396,AT2G28730,AT2G28730
1397,AT1G76000,AT1G76000
1398,AT3G27845,AT3G27845
1399,ATMG09980,ATMG09980
1400,AT2G07758,AT2G07758
1401,AT1G55625,AT1G55625
1402,AT3G52955,AT3G52955
1403,AT1G75970,AT1G75970
1404,AT1G49280,AT1G49280
1405,AT1G56810,AT1G56810
1406,AT4G32765,AT4G32765
1407,AT2G42970,AT2G42970
1408,AT2G05315,AT2G05315
1409,AT3G61715,AT3G61715
1410,AT3G07055,AT3G07055
1411,AT2G42420,AT2G42420
1412,AT2G03490,AT2G03490
1413,AT5G14035,AT5G14035
1414,AT1G26490,AT1G26490
1415,AT1G57180,AT1G57180
1416,AT5G18085,AT5G18085
1417,AT2G23650,AT2G23650
1418,AT2G07745,AT2G07745
1419,AT1G28920,AT1G28920
1420,AT5G03775,AT5G03775
1421,AT3G20885,AT3G20885
1422,AT1G59570,AT1G59570
1423,AT4G14345,AT4G14345
1424,AT1G28720,AT1G28720
1425,AT2G07746,AT2G07746
1426,ATCG00030,TRNK
1427,ATMG00460,TRNI
1428,AT5G38905,AT5G38905
1429,AT4G22265,AT4G22265
1430,AT1G57320,AT1G57320
1431,AT5G60285,AT5G60285
1432,AT5G20854,ATC2
1433,AT4G34415,AT4G34415
1434,AT1G75570,AT1G75570
1435,ATCG00620,TRNP
1436,AT1G57200,AT1G57200
1437,AT5G09975,AT5G09975
1438,AT1G57190,AT1G57190
1439,AT1G68770,AT1G68770
1440,AT1G77040,AT1G77040
1441,AT4G01355,AT4G01355
1442,ATCG00910,TRNV.2
1443,ATCG01140,TRNN.2
1444,AT4G22754,AT4G22754
1445,ATMG09960,ATMG09960
1446,AT2G03660,AT2G03660
1447,AT3G11395,AT3G11395
1448,AT1G20420,AT1G20420
1449,AT1G57530,AT1G57530
1450,AT1G52170,AT1G52170
1451,ATMG00790,TRNY.3
1452,AT2G01160,AT2G01160
1453,AT1G57350,AT1G57350
1454,AT2G45390,AT2G45390
1455,AT2G07762,AT2G07762
1456,AT5G10455,AT5G10455
1457,AT5G18015,AT5G18015
1458,AT1G57070,AT1G57070
1459,ATCG00610,TRNW
1460,AT4G34695,AT4G34695
1461,AT4G03285,AT4G03285
1462,AT1G79300,AT1G79300
1463,AT5G11225,AT5G11225
1464,AT4G39345,AT4G39345
1465,ATCG00450,TRNV.1
1466,AT1G11550,AT1G11550
1467,AT1G57220,AT1G57220
1468,ATMG01070,TRND
1469,AT5G56975,AT5G56975
1470,AT4G29415,AT4G29415
1471,AT4G00085,AT4G00085
1472,AT3G50895,AT3G50895
1473,AT1G45244,AT1G45244
1474,AT3G48275,AT3G48275
1475,AT2G38030,AT2G38030
1476,AT1G11030,AT1G11030
1477,AT1G75070,AT1G75070
1478,AT3G02335,AT3G02335
1479,ATCG00390,TRNT.2
1480,ATCG00320,TRNFM
1481,AT3G27825,AT3G27825
1482,AT1G75650,AT1G75650
1483,AT3G56085,AT3G56085
1484,AT3G59926,AT3G59926
1485,AT2G07757,AT2G07757
1486,AT2G07763,AT2G07763
1487,AT1G77560,AT1G77560
1488,AT2G34950,AT2G34950
1489,AT5G07135,AT5G07135
1490,AT1G45234,AT1G45234
1491,AT1G08950,AT1G08950
1492,AT1G07100,AT1G07100
1493,AT1G57000,AT1G57000
1494,AT4G27395,AT4G27395
1495,AT5G45745,AT5G45745
1496,AT3G15055,AT3G15055
1497,ATMG00930,TRNW
1498,AT5G46595,AT5G46595
1499,AT5G45715,AT5G45715
1500,AT5G02725,AT5G02725
1501,AT1G52860,AT1G52860
1502,AT1G56820,AT1G56820
1503,AT2G07743,AT2G07743
1504,AT1G02600,AT1G02600
1505,AT4G25635,AT4G25635
1506,AT4G24565,AT4G24565
1507,ATCG00100,TRNG.1
1508,AT4G26385,AT4G26385
1509,AT4G16235,AT4G16235
1510,AT5G60966,AT5G60966
1511,AT2G05355,AT2G05355
1512,ATMG09730,ATMG09730
1513,AT1G57040,AT1G57040
1514,ATMG00330,TRNS.2
1515,AT3G04525,AT3G04525
1516,AT3G14855,AT3G14855
1517,AT1G17570,AT1G17570
1518,AT1G57340,AT1G57340
1519,AT5G52355,AT5G52355
1520,AT1G17660,AT1G17660
1521,AT4G11213,AT4G11213
1522,AT2G39600,AT2G39600
1523,AT5G43455,AT5G43455
1524,AT2G22280,AT2G22280
1525,AT2G29030,AT2G29030
1526,AT1G75740,AT1G75740
1527,AT5G59055,AT5G59055
1528,AT2G32110,AT2G32110
1529,ATCG00400,TRNL.1
1530,AT3G03852,AT3G03852
1531,AT1G57520,AT1G57520
1532,AT1G28770,AT1G28770
1533,AT5G20858,AT5G20858
1534,AT3G52565,AT3G52565
1535,AT2G43300,AT2G43300
1536,AT1G57010,AT1G57010
1537,AT1G57460,AT1G57460
1538,ATMG00950,TRNQ
1539,AT3G07115,AT3G07115
1540,AT2G21570,AT2G21570
1541,AT5G02615,AT5G02615
1542,AT1G57450,AT1G57450
1543,AT5G37795,AT5G37795
1544,AT5G01365,AT5G01365
1545,AT5G44705,AT5G44705
1546,ATMG00230,TRNS.1
1547,AT1G28850,AT1G28850
1548,AT1G57130,AT1G57130
1549,AT5G38155,AT5G38155
1550,AT3G21475,AT3G21475
1551,ATCG00930,TRNI.2
1552,AT5G16375,AT5G16375
1553,AT1G28880,AT1G28880
1554,AT2G39610,AT2G39610
1555,AT2G07748,AT2G07748
1556,AT5G52495,AT5G52495
1557,AT2G34985,AT2G34985
1558,AT5G61445,AT5G61445
1559,ATMG00390,TRNY.2
1560,AT4G15775,AT4G15775
1561,AT4G31265,AT4G31265
1562,ATCG00010,TRNH
1563,AT1G60820,AT1G60820
1564,AT5G06125,AT5G06125
1565,AT4G03435,AT4G03435
1566,AT2G44320,AT2G44320
1567,AT2G47100,AT2G47100
1568,ATCG00260,TRNT.1
1569,AT5G50995,AT5G50995
1570,AT4G17612,AT4G17612
1571,AT3G48745,AT3G48745
1572,AT4G01865,AT4G01865
1573,AT1G03570,AT1G03570
1574,AT1G57330,AT1G57330
1575,AT1G06880,AT1G06880
1576,AT5G61835,AT5G61835
1577,AT2G07764,AT2G07764
1578,AT2G22110,AT2G22110
1579,AT5G07675,AT5G07675
1580,AT1G18430,AT1G18430
1581,AT1G57250,AT1G57250
1582,AT1G20210,AT1G20210
1583,AT1G20820,AT1G20820
1584,ATCG00850,TRNI.1
1585,AT3G09595,AT3G09595
1586,AT5G19095,AT5G19095
1587,AT1G18820,AT1G18820
1588,AT2G07792,AT2G07792
1589,AT4G26225,AT4G26225
1590,AT1G28740,AT1G28740
1591,AT1G28930,AT1G28930
1592,AT1G57380,AT1G57380
1593,ATMG00350,TRNP
1594,AT5G20852,AT5G20852
1595,AT1G57360,AT1G57360
1596,AT5G25585,AT5G25585
1597,AT5G03745,AT5G03745
1598,AT1G56750,AT1G56750
1599,AT3G45965,AT3G45965
1600,AT1G02480,AT1G02480
1601,AT2G36150,AT2G36150
1602,AT4G11985,AT4G11985
1603,ATCG00250,TRNE
1604,AT5G66817,AT5G66817
1605,AT3G50835,AT3G50835
1606,AT3G50665,AT3G50665
1607,AT2G21360,AT2G21360
1608,AT1G53220,AT1G53220
1609,AT1G56870,AT1G56870
1610,AT1G78250,AT1G78250
1611,AT1G56910,AT1G56910
1612,ATMG00250,TRNM.1
1613,AT5G22315,AT5G22315
1614,AT4G39672,AT4G39672
1615,AT1G28970,AT1G28970
1616,AT1G61020,AT1G61020
1617,AT4G22635,AT4G22635
1618,ATMG00700,TRNK.2
1619,AT4G06695,AT4G06695
1620,AT5G02555,AT5G02555
1621,AT1G04827,AT1G04827
1622,AT4G05915,AT4G05915
1623,AT4G06210,AT4G06210
1624,AT4G04455,AT4G04455
1625,AT1G09287,AT1G09287
1626,AT5G05975,AT5G05975
1627,AT4G05935,AT4G05935
1628,AT2G08120,AT2G08120
1629,AT3G07605,AT3G07605
1630,AT3G03535,AT3G03535
1631,AT1G35545,AT1G35545
1632,AT4G37225,AT4G37225
1633,AT5G09595,AT5G09595
1634,AT1G09623,AT1G09623
1635,AT4G04135,AT4G04135
1636,AT3G09995,AT3G09995
1637,AT4G34071,AT4G34071
1638,AT1G07693,AT1G07693
1639,AT5G20225,AT5G20225
1640,AT4G08285,AT4G08285
1641,AT3G03275,AT3G03275
1642,AT2G09025,AT2G09025
1643,AT2G07850,AT2G07850
1644,AT1G09863,AT1G09863
1645,AT1G09657,AT1G09657
1646,AT5G02895,AT5G02895
1647,AT3G03265,AT3G03265
1648,AT1G09253,AT1G09253
1649,AT2G04535,AT2G04535
1650,AT3G02215,AT3G02215
1651,AT4G05685,AT4G05685
1652,AT1G09267,AT1G09267
1653,AT4G06685,AT4G06685
1654,AT2G04725,AT2G04725
1655,AT1G01448,AT1G01448
1656,AT3G08075,AT3G08075
1657,AT1G06002,AT1G06002
1658,AT3G03225,AT3G03225
1659,AT1G09963,AT1G09963
1660,AT3G05075,AT3G05075
1661,AT2G35945,AT2G35945
1662,AT2G05145,AT2G05145
1663,AT3G01205,AT3G01205
1664,AT1G09543,AT1G09543
1665,AT2G05914,AT2G05914
1666,AT1G08317,AT1G08317
1667,AT2G35738,AT2G35738
1668,AT5G01765,AT5G01765
1669,AT4G08985,AT4G08985
1670,AT5G08425,AT5G08425
1671,AT2G09660,AT2G09660
1672,AT1G08087,AT1G08087
1673,AT3G01055,AT3G01055
1674,AT2G21187,AT2G21187
1675,AT5G04335,AT5G04335
1676,AT1G09897,AT1G09897
1677,AT3G03215,AT3G03215
1678,AT1G04077,AT1G04077
1679,AT4G08705,AT4G08705
1680,AT1G04533,AT1G04533
1681,AT4G26095,AT4G26095
1682,AT4G05760,AT4G05760
1683,AT1G09487,AT1G09487
1684,AT3G09955,AT3G09955
1685,AT5G59662,AT5G59662
1686,AT1G08667,AT1G08667
1687,AT1G05763,AT1G05763
1688,AT1G08633,AT1G08633
1689,AT1G04743,AT1G04743
1690,AT5G02155,AT5G02155
1691,AT5G08950,AT5G08950
1692,AT1G04707,AT1G04707
1693,AT3G09495,AT3G09495
1694,AT1G05467,AT1G05467
1695,AT3G05145,AT3G05145
1696,AT1G08273,AT1G08273
1697,AT5G02105,AT5G02105
1698,AT1G09327,AT1G09327
1699,AT4G39838,AT4G39838
1700,AT3G02915,AT3G02915
1701,AT4G38215,AT4G38215
1702,AT4G04335,AT4G04335
1703,AT4G22233,AT4G22233
1704,AT3G01545,AT3G01545
1705,AT5G01835,AT5G01835
1706,AT3G02285,AT3G02285
1707,AT1G04823,AT1G04823
1708,AT1G60525,AT1G60525
1709,AT5G03375,AT5G03375
1710,AT2G08650,AT2G08650
1711,AT5G00965,AT5G00965
1712,AT2G08025,AT2G08025
1713,AT1G03993,AT1G03993
1714,AT3G05015,AT3G05015
1715,AT3G02495,AT3G02495
1716,AT4G07030,AT4G07030
1717,AT2G08520,AT2G08520
1718,AT4G26582,AT4G26582
1719,AT4G08795,AT4G08795
1720,AT3G07615,AT3G07615
